CAMPUS_UTILIZADO,SEDE,NACIONALIDAD,CLAVE_GENERO,CLAVE_TIPO_ADMISION_TIPO_INGRESO,AREA,CLAVE_MAJOR_PGMA_ACAD,CLAVE_ESCUELA,NOMBRE_ESCUELA,DESC_MUNICIPIO_ESCUELA,DESC_PAIS_ESCUELA,V_PROM_IND,V_PAA_IND,PERFIL,IPP,INSCRITO,CAMPUS_APORTACION,EDAD,ORIGEN_DE_LA_SOLICITUD,RUBRICA,ENSAYO,CV,V_PLDM,V_SOL_BSE,BECA_SOAF,CREDITO_SOAF,V_POSTDTA,V_POSTULADOBTE,v_becadobte,BECABTE,DISCIPLINA,V_POSBCRE,BECA_BHP,V_POSBEM,V_POSBTT,V_BHP,V_BSE,v_anybeca,POST_ANYBECA,V_BECABTE,V_ANY_BECA,PRC_BECA_F,PRC_CREDITO_F
Santa Fe,CSF,Guatemalteca,M,N5,NEG,NEG,H00476,Colegio Americano de Guatemala,,Guatemala,91.77,1134,Perfil B,1,1,Extranjero LATAM,18.0,Solicitud,80.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guadalajara,GDA,Mexicana,M,N5,IIT,IC,H64415,Colegio Anglo Buganvilias,Lázaro Cárdenas,México,92.0,1174,Perfil A,0,0,Morelia,18.0,Solicitud,95.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Laguna,LAG,Mexicana,M,N5,IIT,IMT,H64772,ESCUELA DE BACHILLERATO,Torreón,México,99.75,1245,Perfil A,0,0,Laguna,17.0,Solicitud,110.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3,Liderazgo,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.3,0.0
Querétaro,QRO,Mexicana,F,N5,IBQ,IBT,H04505,Colegio de Bach. de Qro. P. 11,Ezequiel Montes,México,100.0,1305,Perfil A,0,0,Querétaro,17.0,Solicitud,96.0,11.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Guatemalteca,F,N5,ICT,ITD,H43972,Colegio La Asunción,,Guatemala,91.6,1294,Perfil A,1,1,Extranjero LATAM,18.0,Solicitud,104.0,19.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santa Fe,CSF,Mexicana,M,N5,ICT,ITC,H15681,Tecnológico del Plantel Azteca,Gustavo A. Madero,México,98.25,1348,Perfil A,0,0,Estado de México,17.0,Solicitud,100.0,25.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,M,N5,IIT,IC,H66269,Cent Inv y Desarrollo Educ Bil,Monterrey,México,91.55,1364,Perfil A+,1,1,Monterrey,17.0,Solicitud,100.0,25.0,15.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Ecuatoriana,F,N5,ICT,IRS,H06577,Colegio San Pio X,,Ecuador,96.95,1460,Perfil A+,1,1,Extranjero LATAM,17.0,Solicitud,110.0,25.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Guadalajara,GDA,Salvadoreña,M,N5,NEG,LEM,H66934,Colegio Lamatepec,,El Salvador,97.31,1131,Perfil B,0,0,Extranjero LATAM,18.0,Solicitud,59.0,19.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,F,N5,IIT,BIE,H66269,Cent Inv y Desarrollo Educ Bil,Monterrey,México,88.19,1232,Perfil A,0,0,Monterrey,17.0,Solicitud,104.0,19.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estado de México,CEM,Mexicana,M,N5,IIT,IMT,H00895,Dr. Emilio Cárdenas A.C.,Tlalnepantla de Baz,México,96.56,1275,Perfil A,0,0,Estado de México,19.0,Solicitud,110.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Guatemalteca,F,N5,ESC,ARQ,H01892,Colegio Valle Verde,,Guatemala,94.89,1205,Perfil A,1,1,Extranjero LATAM,18.0,Solicitud,110.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,F,N5,NEG,BBA,H67043,BACHILLERES NUESTRA TIERRA,Medellín de Bravo,México,96.91,1285,Perfil A,1,1,Puebla,17.0,Solicitud,110.0,25.0,25.0,0.0,1.0,0.15,0.15,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.15,0.15
Monterrey,MTY,Mexicana,M,N5,SLD,MC,H64417,Centro Educativo Continental,Carmen,México,95.0,1355,Perfil A,1,1,Puebla,17.0,Solicitud,110.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Hondureña,F,N5,ICI,IFI,H68658,Western International School,Indefinido,Honduras,99.36,1379,Perfil A+,0,0,Extranjero LATAM,17.0,Solicitud,100.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,M,N5,IIT,IM,H57075,Panamericano Campus Animas,Xalapa,México,91.0,1403,Perfil A+,1,1,,18.0,Solicitud,110.0,25.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Atletico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Estado de México,CEM,Mexicana,M,N5,IIT,IIS,H00406,Colegio Cristobal Colón,Naucalpan de Juárez,México,89.52,1191,Perfil A,1,1,Estado de México,17.0,Solicitud,84.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cuernavaca,MOR,Mexicana,F,N5,ICT,ITC,H03069,Esc. Prep. Diurna de Cuautla,Cuautla,México,97.0,1307,Perfil A,1,1,Cuernavaca,17.0,Solicitud,100.0,25.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Santa Fe,CSF,Mexicana,M,N5,NEG,CPF,H08806,Escuela Sierra Nevada,Naucalpan de Juárez,México,93.39,1197,Perfil A,1,1,Estado de México,18.0,Contacto directo,100.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Puebla,PUE,Mexicana,F,N5,IBQ,IQ,H03779,José Ma. Morelos y Pavón,Puebla,México,87.5,1120,Perfil D,0,0,Puebla,17.0,Solicitud,34.0,19.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Artistico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Guadalajara,GDA,Mexicana,F,N5,SLD,MO,H27471,Instituto Morelos Preparatoria Michoacán,Uruapan,México,99.0,1226,Perfil A,1,1,Morelia,18.0,Solicitud,92.0,17.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,M,N5,IIT,IIT,H18848,Universidad Vasco de Quiroga,Hidalgo,México,100.0,1401,Perfil A+,1,1,Morelia,17.0,Solicitud,100.0,25.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,F,N5,NEG,LAE,H02391,Colegio de Bach. de Sonora,Navojoa,México,95.65,1248,Perfil A,0,0,Ciudad Obregón,17.0,Solicitud,106.0,21.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Guadalajara,GDA,Estadounidense,F,N5,SLD,MC,H00768,COLEGIO CERVANTES (Costa Rica),Guadalajara,México,91.0,1399,Perfil A+,1,1,Guadalajara,17.0,Solicitud,91.0,21.0,10.0,0.0,1.0,0.2,0.2,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Toluca,TOL,Mexicana,F,N5,NEG,CPF,H67432,Preparatoria UAEM | Plantel Isidro Fabela Alfaro,Atlacomulco,México,94.79,1354,Perfil A,1,1,Toluca,17.0,Marketing digital,110.0,25.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,M,N5,ICI,ICI,H00417,Preparatoria No. 7 Oriente,San Nicolás de los Garza,México,92.1,1488,Perfil A+,1,1,Monterrey,17.0,Solicitud,86.0,11.0,15.0,0.0,1.0,0.45,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.45,0.0
Guadalajara,GDA,Mexicana,M,N5,CIS,LED,H66885,INSTITUTO ESCOLAR MONTE,Manzanillo,México,98.8,1240,Perfil A,0,0,Guadalajara,17.0,Solicitud,110.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,M,N5,AMC,AMC,H49006,Inst México de Baja California,Tijuana,México,98.0,1364,Perfil A+,1,1,,17.0,Solicitud,94.0,19.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,M,N5,NEG,NEG,H13961,Centro Univ Anglo Mexicano,Benito Juárez,México,94.5,1377,Perfil A+,1,1,Puebla,18.0,Solicitud,106.0,21.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Santa Fe,CSF,Mexicana,M,N5,NEG,BFI,H00517,Universidad La Salle,Indefinido,México,94.5,1388,Perfil A+,1,1,Santa Fe,17.0,Solicitud,100.0,25.0,15.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Artistico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,M,N5,ICI,IDM,H69190,Madison International School,Mérida,México,93.98,1307,Perfil A,1,1,Puebla,18.0,Solicitud,83.0,13.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,F,N5,IIT,BME,H00517,Universidad La Salle,Indefinido,México,97.0,1376,Perfil A+,1,1,Santa Fe,17.0,Solicitud,90.0,15.0,15.0,0.0,1.0,0.2,0.2,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.2,0.2
Santa Fe,CSF,Mexicana,F,N5,IIT,IMD,H15681,Tecnológico del Plantel Azteca,Gustavo A. Madero,México,96.25,1216,Perfil A,0,0,Estado de México,18.0,Marketing digital,95.0,25.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Puebla,PUE,Mexicana,F,N5,IBQ,IBT,H45246,Preparatoria de Zacatlán,Zacatlán,México,95.78,1234,Perfil A,0,0,Puebla,17.0,Solicitud,100.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Puebla,PUE,Mexicana,F,N5,IIT,IMT,H75503,Escuela Preparatoria Núm. Dos,Tulancingo de Bravo,México,97.2,1270,Perfil A,1,1,,17.0,Solicitud,89.0,19.0,10.0,0.0,1.0,0.25,0.25,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.25,0.25
Monterrey,MTY,Mexicana,M,N5,ICI,INA,H00297,Colegio La Salle de Tuxtla,Tuxtla Gutiérrez,México,86.0,1197,Perfil A,0,0,Chiapas,17.0,Solicitud,104.0,19.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Atletico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Santa Fe,CSF,Mexicana,F,N5,NEG,BGB,H69030,Cto. U. Anglo Mexicano,Mérida,México,94.7,1109,Perfil C,1,1,Puebla,18.0,Solicitud,55.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toluca,TOL,Mexicana,F,N5,NEG,LEM,H18666,UVM Campus Toluca,Metepec,México,94.9,1427,Perfil A+,1,1,Toluca,17.0,Solicitud,110.0,25.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Laguna,LAG,Mexicana,M,N5,IIT,IMT,H01267,Esc. Preparatoria Particular Carlos Pereyra,Torreón,México,90.0,1189,Perfil A,0,0,Laguna,17.0,Solicitud,100.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Atletico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,M,N5,IIT,IM,H13961,Centro Univ Anglo Mexicano,Benito Juárez,México,95.5,1215,Perfil A,1,1,Puebla,17.0,Solicitud,100.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Querétaro,QRO,Mexicana,M,N5,IIT,IMT,H00300,Instituto Queretano (U.N.A.M.),Querétaro,México,98.5,1309,Perfil A,1,1,Querétaro,18.0,Marketing digital,110.0,25.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Querétaro,QRO,Mexicana,M,N5,NEG,LAF,H18161,Centro de Asesoria Academica,Matamoros,México,81.61,1141,Perfil C,1,1,Monterrey,17.0,Solicitud,43.0,13.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estado de México,CEM,Mexicana,M,N5,NEG,LAF,H00895,Dr. Emilio Cárdenas A.C.,Tlalnepantla de Baz,México,94.0,1357,Perfil A,1,1,Estado de México,18.0,Solicitud,97.0,12.0,25.0,0.0,1.0,0.2,0.2,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.2,0.0
Monterrey,MTY,Mexicana,F,N5,SLD,MC,H65718,Bachillerato Cumbres Oaxaca,Oaxaca de Juárez,México,95.0,1429,Perfil A+,1,1,Puebla,17.0,Solicitud,110.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chihuahua,CHH,Mexicana,F,N5,SLD,MC,H65921,Colegio La Roca,Delicias,México,99.75,1420,Perfil A+,1,1,Chihuahua,17.0,Solicitud,96.0,21.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Querétaro,QRO,Mexicana,M,N5,NEG,LAE,H81543,Opportunities For Learning,,Estados Unidos de América,92.5,1382,Perfil A+,0,0,Extranjero NO LATAM,19.0,Solicitud,106.0,21.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Toluca,TOL,Nicaragüense,F,N5,NEG,NEG,H01721,Colegio Centro América,,Nicaragua,93.67,1210,Perfil A,1,1,Extranjero LATAM,17.0,Solicitud,95.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,F,N5,NEG,BGB,H66269,Cent Inv y Desarrollo Educ Bil,Monterrey,México,87.44,1272,Perfil A,1,1,Monterrey,16.0,Solicitud,104.0,19.0,25.0,0.0,1.0,0.15,0.15,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.15,0.0
Monterrey,MTY,Mexicana,F,N5,NEG,BGB,H01161,CBTIS No. 20,Sabinas,México,98.0,1265,Perfil A,1,1,Monterrey,17.0,Solicitud,102.0,17.0,25.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Liderazgo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Puebla,PUE,Mexicana,M,N5,IBQ,IBQ,H57075,Panamericano Campus Animas,Xalapa,México,96.0,1431,Perfil A+,1,1,,17.0,Solicitud,110.0,25.0,25.0,0.0,1.0,0.2,0.2,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.2,0.2
Guadalajara,GDA,Mexicana,F,N5,ESC,ARQ,H01060,INSTITUTO DE CIENCIAS JACARANDAS,Zapopan,México,93.0,1077,Perfil D,1,1,Guadalajara,19.0,Solicitud,34.0,19.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estado de México,CEM,Mexicana,F,N5,ICT,ITC,H09792,Justo Sierra Plantel Jacaranda,Indefinido,México,99.0,1137,Perfil B,1,1,Santa Fe,17.0,Solicitud,70.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Liderazgo,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,F,N5,CIS,CIS,H66269,Cent Inv y Desarrollo Educ Bil,Monterrey,México,91.46,1313,Perfil A,1,1,Monterrey,18.0,Solicitud,110.0,25.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Querétaro,QRO,Mexicana,F,N5,ESC,ARQ,H01581,Instituto Kipling de Irapuato,Irapuato,México,91.0,1038,Perfil D,1,1,Irapuato,18.0,Solicitud,35.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Puebla,PUE,Mexicana,M,N5,ESC,LTM,H64852,Bachillerato UPAEP Santiago,Puebla,México,94.7,1250,Perfil B,1,1,Puebla,17.0,Solicitud,80.0,25.0,25.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Artistico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
León,LEO,Mexicana,M,N5,IIT,IMT,H60228,PREPARATORIA UNIVA,León,México,98.0,1313,Perfil A,1,1,León,16.0,Solicitud,92.0,17.0,15.0,0.0,1.0,0.45,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.45,0.0
Puebla,PUE,Mexicana,M,N5,CIS,LED,H77983,Colegio Elise Freinet,Xalapa,México,98.21,1317,Perfil A,0,0,,17.0,Solicitud,104.0,19.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toluca,TOL,Mexicana,M,N5,IIT,IIT,H11314,Inst Univ Franco Inglés,Metepec,México,92.54,1375,Perfil A+,1,1,Toluca,17.0,Solicitud,91.0,21.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Santa Fe,CSF,Mexicana,F,N5,NEG,LEM,H69009,Preparatoria Pinecrest,Indefinido,México,90.0,0,NC,0,0,Ciudad de México,70.0,Solicitud,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guadalajara,GDA,Mexicana,F,N5,SLD,LNB,H01060,INSTITUTO DE CIENCIAS JACARANDAS,Zapopan,México,89.0,1254,Perfil A,1,1,Guadalajara,17.0,Solicitud,106.0,21.0,25.0,0.0,1.0,0.35,0.25,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.35,0.25
Monterrey,MTY,Mexicana,F,N5,SLD,MC,H60432,Colegio Cristobal Colon,Veracruz,México,95.0,1336,Perfil A,0,0,Puebla,17.0,Solicitud,106.0,21.0,25.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Liderazgo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Estado de México,CEM,Mexicana,M,N5,IBQ,IBT,H02074,C.E.C.Y.T. 2 Miguel Bernard P.,Naucalpan de Juárez,México,96.4,1334,Perfil A,1,1,Estado de México,18.0,Marketing digital,96.0,21.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Salvadoreña,F,N5,NEG,BBA,H00716,Escuela Americana el Salvador,,El Salvador,94.51,1212,Perfil A,1,1,Extranjero LATAM,18.0,Solicitud,110.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guadalajara,GDA,Mexicana,M,N5,IIT,IID,H11811,Preparatoria Salmantina,Salamanca,México,96.9,1472,Perfil A+,1,1,Irapuato,18.0,Solicitud,104.0,19.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Sonora Norte,HER,Mexicana,M,N5,ICT,ITC,H01475,Prep. Universitaria Kino,Hermosillo,México,95.4,1431,Perfil A+,1,1,Sonora Norte,17.0,Solicitud,96.0,21.0,15.0,0.0,1.0,0.35,0.25,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Querétaro,QRO,Mexicana,F,N5,IIT,BIE,H60930,Universidad Contemporanea,Querétaro,México,99.0,1305,Perfil A,0,0,Querétaro,17.0,Marketing digital,100.0,25.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,F,N5,CIS,LTP,H66799,Bachillerato Educacion Practic,Zacatlán,México,97.0,1258,Perfil A,1,1,Puebla,18.0,Solicitud,100.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estado de México,CEM,Mexicana,M,N5,AMC,ARQ,H45343,Preparatoria Ateneo Mexicano,Tecámac,México,99.29,1308,Perfil A,1,1,Hidalgo,18.0,Solicitud,104.0,19.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Atletico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Guadalajara,GDA,Mexicana,F,N5,NEG,BFI,H63656,Campoverde Manzanillo A.C.,Manzanillo,México,100.0,1404,Perfil A+,1,1,Guadalajara,18.0,Solicitud,110.0,25.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
León,LEO,Mexicana,M,N5,NEG,NEG,H62087,BACHILLERATO INSTITUTO LUX,León,México,85.0,1268,Perfil A,0,0,León,19.0,Solicitud,100.0,15.0,25.0,0.0,1.0,0.25,0.25,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Guadalajara,GDA,Mexicana,M,N5,NEG,BFI,H62527,BACHILLERATO KIPLING ESMERALDA,Atizapán de Zaragoza,México,87.8,1270,Perfil A,1,1,Estado de México,18.0,Solicitud,93.0,23.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9,Atletico,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9,0.0
Ciudad de México,CCM,Mexicana,M,N5,NEG,NEG,H06637,Colegio Reims,Indefinido,México,97.0,1248,Perfil A,1,1,Ciudad de México,18.0,Solicitud,91.0,21.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
