SEDE,NACIONALIDAD,CLAVE_GENERO,CLAVE_TIPO_ADMISION_TIPO_INGRESO,CLAVE_MAJOR_PGMA_ACAD,CLAVE_ESCUELA,DESC_ESTADO_ESCUELA,V_PROM_IND,V_PAA_IND,V_TEC_NO_TEC,FECHA_DECISION_ADMISION_FINAL,PERFIL,INSCRITO,CAMPUS_APORTACION,EDAD,ORIGEN_DE_LA_SOLICITUD,PUNTAJE_EUC,RUBRICA,ENSAYO,CV,BECA_SOAF,CREDITO_SOAF,V_POSTDTA,BECABTE,DISCIPLINA,V_BHP,POST_ANYBECA,TIPO_BECA_F,V_ANY_BECA,PRC_BECA_F,PRC_CREDITO_F,ESTADO_BSE,ESTADO_BTE
MTY,Mexicana,M,N5,IMD,H66269,Nuevo León,93.3,1429,No Tec,2024-01-31T00:00:00.000Z,Perfil A+,1,Monterrey,20.0,Solicitud,50.0,90.0,15.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MOR,Mexicana,M,N5,NEG,H09538,Puebla,92.0,1429,No Tec,2024-01-10T00:00:00.000Z,Perfil A+,1,Puebla,19.0,Solicitud,50.0,100.0,25.0,15.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,1.0,0.0
CEM,Mexicana,F,N5,CPF,H65623,Estado de México,96.0,1367,No Tec,2024-01-31T00:00:00.000Z,Perfil A+,1,Estado de México,19.0,Solicitud,9.0,110.0,25.0,25.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CCM,Mexicana,F,N5,LTM,H40496,Ciudad de México,93.76,1002,No Tec,2023-10-16T00:00:00.000Z,Perfil D,1,Ciudad de México,20.0,Solicitud,28.0,50.0,25.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
GDA,Mexicana,F,N5,LDI,H00768,Jalisco,97.0,1276,No Tec,2024-02-14T00:00:00.000Z,Perfil A,1,Guadalajara,19.0,Solicitud,43.0,85.0,15.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
SLP,Mexicana,M,N5,LIN,H49297,San Luis Potosí,92.0,1360,No Tec,2024-02-15T00:00:00.000Z,Perfil A+,1,,19.0,Solicitud,46.0,96.0,21.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CEM,Mexicana,F,N5,ESC,H63389,Hidalgo,93.0,1170,No Tec,2024-02-02T00:00:00.000Z,Perfil A,0,Hidalgo,19.0,Solicitud,50.0,91.0,6.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,IC,H15466,Nuevo León,92.5,1214,No Tec,2024-02-20T00:00:00.000Z,Perfil A,1,Monterrey,17.0,Solicitud,29.0,83.0,13.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,N5,BIE,H62088,Nuevo León,90.14,1387,No Tec,2023-12-15T00:00:00.000Z,Perfil A+,1,Monterrey,18.0,Marketing digital,50.0,95.0,25.0,10.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
SIN,Mexicana,F,N5,LIN,H17280,Sinaloa,91.38,1311,No Tec,2023-12-12T00:00:00.000Z,Perfil A,1,Sinaloa,17.0,Solicitud,50.0,110.0,25.0,25.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,IDM,H00311,Coahuila,96.64,1423,No Tec,2024-02-23T00:00:00.000Z,Perfil A+,0,Saltillo,21.0,Solicitud,,95.0,25.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
TOL,Mexicana,M,N5,IM,H46103,Estado de México,85.0,1135,No Tec,2024-02-27T00:00:00.000Z,Perfil B,0,Toluca,19.0,,50.0,70.0,25.0,15.0,,,,,,,,,,,,,
SIN,Mexicana,F,N5,ESC,H03504,Sinaloa,99.0,1436,No Tec,2023-11-30T00:00:00.000Z,Perfil A+,1,Sinaloa,19.0,Solicitud,50.0,90.0,15.0,15.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
AGS,Mexicana,M,N5,LAE,H27408,Querétaro,92.0,1117,No Tec,2024-02-21T00:00:00.000Z,Perfil C,0,Querétaro,20.0,Solicitud,30.0,61.0,21.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
SLP,Mexicana,F,N5,IIS,H62088,Nuevo León,97.0,1329,No Tec,2024-02-21T00:00:00.000Z,Perfil A,1,Monterrey,19.0,Solicitud,47.0,92.0,17.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,N5,ESC,H00354,Sinaloa,94.21,1135,No Tec,2024-01-02T00:00:00.000Z,Perfil B,0,Sinaloa,18.0,Solicitud,50.0,76.0,21.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,LED,H04769,Nuevo León,83.72,1329,No Tec,2023-11-16T00:00:00.000Z,Perfil A,0,Monterrey,19.0,Solicitud,46.0,60.0,,,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
LEO,Mexicana,M,N5,NEG,H60228,Guanajuato,90.0,1101,No Tec,2024-02-16T00:00:00.000Z,Perfil C,0,León,19.0,Solicitud,50.0,61.0,21.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
SIN,Mexicana,F,N5,IMT,H21707,Sinaloa,96.04,1416,No Tec,2023-11-27T00:00:00.000Z,Perfil A+,1,Sinaloa,17.0,Solicitud,50.0,100.0,25.0,15.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
TOL,Mexicana,F,N5,BGB,H21731,Estado de México,89.0,1330,No Tec,2024-01-25T00:00:00.000Z,Perfil A,1,Toluca,20.0,Solicitud,50.0,104.0,19.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,1.0,0.0
SIN,,,N5,IIT,H21707,Sinaloa,81.67,0,No Tec,,Perfil A,0,Sinaloa,19.0,Solicitud,23.0,100.0,25.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
COB,Estadounidense,M,N5,IFI,H11889,Sonora,95.0,1386,No Tec,2023-11-22T00:00:00.000Z,Perfil A+,0,Ciudad Obregón,20.0,Marketing digital,50.0,88.0,13.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,BFI,H67816,Veracruz,100.0,1406,No Tec,2023-11-09T00:00:00.000Z,Perfil A+,1,Puebla,17.0,Solicitud,50.0,100.0,15.0,25.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,IIT,H60448,Tamaulipas,83.75,1227,No Tec,2024-01-26T00:00:00.000Z,Perfil A,0,Monterrey,17.0,Solicitud,35.0,100.0,15.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
AGS,Mexicana,F,N5,IMT,H21731,Estado de México,94.0,1275,No Tec,2024-01-19T00:00:00.000Z,Perfil A,0,Toluca,19.0,Solicitud,32.0,108.0,23.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,1.0,0.0
GDA,Mexicana,M,N5,IIS,H44245,Jalisco,92.0,1109,No Tec,2023-11-23T00:00:00.000Z,Perfil C,1,Guadalajara,19.0,Solicitud,39.0,44.0,19.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,NEG,H85023,Tabasco,85.93,1239,No Tec,2024-02-23T00:00:00.000Z,Perfil A,0,,19.0,Solicitud,22.0,86.0,11.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,IBT,H62125,Tamaulipas,99.65,1560,No Tec,2024-02-01T00:00:00.000Z,Perfil A+,1,Tampico,18.0,Solicitud,,110.0,25.0,25.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
SIN,Mexicana,F,N5,IIT,H21707,Sinaloa,97.31,1272,No Tec,2023-11-30T00:00:00.000Z,Perfil A,1,Sinaloa,17.0,Solicitud,50.0,96.0,21.0,15.0,0.25,0.25,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,1.0,0.0
CSF,Mexicana,M,N5,NEG,H81983,Arizona,95.12,1408,No Tec,2023-12-12T00:00:00.000Z,Perfil A+,1,Extranjero No LATAM,18.0,Marketing digital,50.0,110.0,25.0,25.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CEM,Mexicana,F,N5,NEG,H15744,Estado de México,97.75,1242,No Tec,2024-02-14T00:00:00.000Z,Perfil A,1,Estado de México,18.0,Solicitud,50.0,96.0,21.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CSF,Mexicana,F,N5,BGB,H40496,Ciudad de México,95.44,1340,No Tec,2023-09-26T00:00:00.000Z,Perfil A,1,Ciudad de México,19.0,Solicitud,50.0,110.0,25.0,25.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,N5,LAE,H00025,Nuevo León,96.0,1124,No Tec,2023-10-13T00:00:00.000Z,Perfil C,1,Monterrey,19.0,Solicitud,44.0,57.0,17.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MOR,Mexicana,F,N5,LAF,H60445,Morelos,90.0,1245,No Tec,2023-12-05T00:00:00.000Z,Perfil D,1,Cuernavaca,18.0,Solicitud,32.0,40.0,25.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
GDA,Mexicana,M,N5,LAF,H83783,Florida,85.32,1430,No Tec,2024-02-28T00:00:00.000Z,Perfil A,0,Extranjero No LATAM,19.0,Solicitud,50.0,110.0,25.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CSF,Mexicana,F,N5,ICT,H61261,Ciudad de México,86.92,1109,No Tec,2023-11-16T00:00:00.000Z,Perfil D,1,Estado de México,19.0,Marketing digital,50.0,25.0,15.0,10.0,0.0,0.0,0.0,0.0,Artistico,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,1.0
CHH,Mexicana,M,N5,LIN,H66311,Chihuahua,91.0,1167,No Tec,2024-02-21T00:00:00.000Z,Perfil B,0,Chihuahua,17.0,Solicitud,41.0,60.0,15.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,IIT,H66269,Nuevo León,89.63,1308,No Tec,2023-11-24T00:00:00.000Z,Perfil A,1,Monterrey,16.0,Solicitud,45.0,85.0,25.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,ITC,H07569,Guanajuato,83.4,1424,No Tec,2023-10-12T00:00:00.000Z,Perfil A,1,Querétaro,18.0,Solicitud,46.0,90.0,15.0,15.0,0.0,0.1,0.0,0.0,No aplica,0.0,1.0,Tradicional,1.0,0.0,0.1,2.0,0.0
MTY,Mexicana,F,N5,MC,H00615,Guanajuato,92.9,1428,No Tec,2023-12-07T00:00:00.000Z,Perfil A+,0,Querétaro,18.0,Solicitud,50.0,100.0,25.0,15.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
SAL,Mexicana,F,N5,NEG,H00226,Coahuila,95.12,1297,No Tec,2023-11-09T00:00:00.000Z,Perfil A,1,Saltillo,19.0,Solicitud,20.0,91.0,6.0,25.0,0.25,0.25,0.0,0.0,No aplica,0.0,1.0,Tradicional,1.0,0.25,0.25,2.0,0.0
MTY,Mexicana,M,N5,IIT,H00025,Nuevo León,83.0,1227,No Tec,2024-01-09T00:00:00.000Z,Perfil A,0,Monterrey,19.0,Solicitud,47.0,108.0,23.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
HER,Mexicana,M,N5,IIS,H04532,Sonora,82.1,1396,No Tec,2023-11-09T00:00:00.000Z,Perfil A,1,Sonora Norte,18.0,Solicitud,44.0,83.0,13.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,N5,IBT,H27467,Yucatán,93.0,1260,No Tec,2024-01-19T00:00:00.000Z,Perfil B,1,Puebla,18.0,Solicitud,40.0,80.0,25.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
QRO,Mexicana,M,N5,LAF,H03017,Querétaro,93.0,1332,No Tec,2024-01-02T00:00:00.000Z,Perfil A,0,Querétaro,22.0,Solicitud,50.0,95.0,25.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CCM,Mexicana,M,N5,LED,H42207,Chiapas,95.0,1283,No Tec,2023-12-05T00:00:00.000Z,Perfil A,1,Chiapas,19.0,Solicitud,42.0,106.0,21.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
QRO,Mexicana,M,N5,NEG,H60930,Querétaro,79.0,1308,No Tec,2024-01-22T00:00:00.000Z,Perfil B,0,Querétaro,18.0,Solicitud,47.0,74.0,19.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CCM,Mexicana,M,N5,IBT,H00271,Ciudad de México,93.5,1221,No Tec,2024-01-22T00:00:00.000Z,Perfil A,0,Ciudad de México,19.0,Solicitud,,100.0,15.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
QRO,Mexicana,F,N5,LEM,H63118,Querétaro,88.0,1129,No Tec,2023-12-05T00:00:00.000Z,Perfil D,0,Querétaro,19.0,Solicitud,50.0,36.0,21.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CCM,Mexicana,F,N5,ARQ,H00707,Ciudad de México,89.17,1308,No Tec,2023-12-12T00:00:00.000Z,Perfil A,1,Ciudad de México,18.0,Solicitud,50.0,106.0,21.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,1.0,0.0
CSF,Mexicana,M,N5,LEC,H00660,Ciudad de México,87.0,1243,No Tec,2023-10-11T00:00:00.000Z,Perfil A,0,Ciudad de México,20.0,Solicitud,,92.0,17.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MOR,Mexicana,F,N5,LAF,H01602,Guanajuato,90.0,1047,No Tec,2023-12-13T00:00:00.000Z,Perfil D,0,León,20.0,Solicitud,34.0,46.0,21.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
LEO,Mexicana,M,N5,IIT,H64740,Guanajuato,94.0,1408,No Tec,2023-11-17T00:00:00.000Z,Perfil A+,1,León,18.0,Solicitud,,110.0,25.0,25.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,1.0,0.0
HER,Mexicana,M,N5,IIT,H00740,Sonora,79.13,1344,No Tec,2024-01-09T00:00:00.000Z,Perfil B,1,Sonora Norte,18.0,Solicitud,47.0,63.0,23.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
TOL,Mexicana,F,N5,ESC,H21731,Estado de México,89.0,1142,No Tec,2023-11-09T00:00:00.000Z,Perfil B,1,Toluca,18.0,Marketing digital,43.0,74.0,19.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
SLP,Mexicana,M,N5,LIN,H17837,San Luis Potosí,76.07,1241,No Tec,2024-01-20T00:00:00.000Z,Perfil B,1,San Luis Potosí,19.0,Solicitud,46.0,74.0,19.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
QRO,Mexicana,F,N5,IBT,H06836,Querétaro,85.5,1136,No Tec,2023-11-13T00:00:00.000Z,Perfil B,1,Querétaro,18.0,Solicitud,37.0,65.0,25.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
HER,Mexicana,M,N5,NEG,H00740,Sonora,81.8,1238,No Tec,2023-10-27T00:00:00.000Z,Perfil A,1,Sonora Norte,19.0,Solicitud,22.0,110.0,25.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CCM,Mexicana,F,N5,BGB,H46371,Ciudad de México,92.45,1222,No Tec,2023-09-27T00:00:00.000Z,Perfil A,1,,19.0,Solicitud,50.0,87.0,17.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,1.0,0.0
QRO,Mexicana,M,N5,ITC,H27408,Querétaro,91.0,1391,No Tec,2023-10-16T00:00:00.000Z,Perfil A+,0,Querétaro,18.0,Solicitud,50.0,96.0,21.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
PUE,Mexicana,F,N5,LAD,H66450,Puebla,95.0,1184,No Tec,2024-01-03T00:00:00.000Z,Perfil A,1,Puebla,17.0,Marketing digital,44.0,100.0,15.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
COB,Mexicana,M,N5,IIS,H30031,Sonora,98.0,1410,No Tec,2023-11-08T00:00:00.000Z,Perfil A+,1,Ciudad Obregón,18.0,Solicitud,50.0,96.0,21.0,15.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
QRO,Mexicana,M,N5,IRS,H66127,Querétaro,86.0,1355,No Tec,2024-02-08T00:00:00.000Z,Perfil A,1,Querétaro,18.0,Solicitud,50.0,100.0,15.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,N5,IIS,H15466,Nuevo León,96.92,1301,No Tec,2024-01-26T00:00:00.000Z,Perfil A,0,Monterrey,18.0,Solicitud,26.0,89.0,19.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CEM,Mexicana,M,N5,LC,H18874,Ciudad de México,86.0,1224,No Tec,2024-01-18T00:00:00.000Z,Perfil A,1,Estado de México,18.0,Solicitud,46.0,94.0,19.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,1.0,0.0
LAG,Mexicana,F,N5,LIN,H59592,Durango,96.0,1250,No Tec,2024-02-09T00:00:00.000Z,Perfil A,1,,18.0,Solicitud,44.0,100.0,25.0,15.0,0.0,0.0,0.0,0.0,Artistico,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,1.0
MTY,Mexicana,M,N5,IIS,H00025,Nuevo León,95.0,1159,No Tec,2023-09-13T00:00:00.000Z,Perfil B,1,Monterrey,19.0,Solicitud,50.0,70.0,25.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
GDA,Mexicana,M,N5,LPS,H67172,Jalisco,92.44,1181,No Tec,2024-02-28T00:00:00.000Z,Perfil A,0,Guadalajara,18.0,Solicitud,50.0,100.0,25.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,LAF,H60749,Georgia,86.47,1280,No Tec,2024-02-14T00:00:00.000Z,Perfil A,0,Extranjero No LATAM,19.0,Solicitud,,100.0,15.0,25.0,0.0,0.0,0.0,0.0,Atletico,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,1.0
GDA,Mexicana,M,N5,IIT,H44245,Jalisco,93.69,1437,No Tec,2023-12-12T00:00:00.000Z,Perfil A+,1,Guadalajara,19.0,Solicitud,50.0,100.0,15.0,25.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
QRO,Mexicana,F,N5,LTM,H47923,Estado de México,90.0,1334,No Tec,2024-02-09T00:00:00.000Z,Perfil A,1,,18.0,Solicitud,36.0,106.0,21.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CHH,Mexicana,M,N5,LDE,H02092,Chihuahua,83.75,1275,No Tec,2024-03-02T00:00:00.000Z,Perfil A,0,Chihuahua,19.0,,32.0,110.0,25.0,25.0,,,,,,,,,,,,,
MTY,Mexicana,F,N5,LEI,H66269,Nuevo León,92.11,1367,No Tec,2023-12-04T00:00:00.000Z,Perfil A+,0,Monterrey,21.0,Solicitud,50.0,110.0,25.0,25.0,0.2,0.2,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,1.0,0.0
CSF,Mexicana,M,N5,CPF,H65651,Guanajuato,94.2,1150,No Tec,2024-02-22T00:00:00.000Z,Perfil B,1,León,18.0,Solicitud,34.0,74.0,19.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CSF,Mexicana,F,N5,BIE,H01139,Ciudad de México,100.0,1424,No Tec,2024-02-22T00:00:00.000Z,Perfil A+,0,Santa Fe,19.0,Solicitud,,100.0,25.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CEM,Mexicana,F,N5,CPF,H05436,Estado de México,86.08,1264,No Tec,2024-01-31T00:00:00.000Z,Perfil A,1,Estado de México,18.0,Solicitud,24.0,85.0,15.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MOR,Mexicana,M,N5,IIT,H68357,Morelos,95.0,1456,No Tec,2024-02-20T00:00:00.000Z,Perfil A+,1,Cuernavaca,19.0,Solicitud,50.0,106.0,21.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
GDA,Mexicana,M,N5,MC,H65993,Jalisco,93.5,1410,No Tec,2024-02-16T00:00:00.000Z,Perfil A+,1,Guadalajara,18.0,Solicitud,50.0,97.0,12.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CCM,Mexicana,M,N5,LAF,H61399,Ciudad de México,91.3,1177,No Tec,2024-02-14T00:00:00.000Z,Perfil A,0,Ciudad de México,18.0,Solicitud,43.0,95.0,25.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,IIT,H15466,Nuevo León,97.24,1348,No Tec,2024-02-08T00:00:00.000Z,Perfil A,1,Monterrey,18.0,Solicitud,49.0,81.0,11.0,10.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
TOL,Mexicana,M,N5,IBT,H40026,Ciudad de México,90.0,1143,No Tec,2023-12-12T00:00:00.000Z,Perfil B,1,,18.0,Solicitud,38.0,78.0,23.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CCM,Mexicana,F,N5,LIT,H01868,Ciudad de México,75.5,1301,No Tec,2024-02-19T00:00:00.000Z,Perfil B,1,Ciudad de México,20.0,Solicitud,50.0,70.0,25.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
AGS,Mexicana,M,N5,LIN,H41288,Aguascalientes,86.0,1192,No Tec,2024-02-21T00:00:00.000Z,Perfil A,0,,19.0,Solicitud,40.0,110.0,25.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,IDM,H00923,Veracruz,90.0,1352,No Tec,2024-02-15T00:00:00.000Z,Perfil A,1,Puebla,21.0,Solicitud,46.0,92.0,17.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
GDA,Mexicana,F,N5,ITC,H60867,Jalisco,96.0,1407,No Tec,2024-01-18T00:00:00.000Z,Perfil A+,1,Guadalajara,18.0,Solicitud,50.0,102.0,17.0,25.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CHH,Mexicana,F,N5,LRI,H00720,Chihuahua,90.0,1195,No Tec,2023-10-16T00:00:00.000Z,Perfil B,1,Chihuahua,18.0,Solicitud,,70.0,25.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,N5,IBT,H00521,Nuevo León,98.36,1422,No Tec,2024-02-06T00:00:00.000Z,Perfil A+,1,Monterrey,18.0,Solicitud,50.0,110.0,25.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
GDA,Brasileña,M,N5,IMT,H44245,Jalisco,86.75,1327,No Tec,2024-02-14T00:00:00.000Z,Perfil A,1,Guadalajara,18.0,Solicitud,44.0,92.0,17.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,1.0,0.0
GDA,Mexicana,M,N5,ESC,H27251,Quintana Roo,92.45,1225,No Tec,2024-02-01T00:00:00.000Z,Perfil A,1,Puebla,18.0,Solicitud,21.0,89.0,19.0,10.0,0.0,0.0,0.0,0.9,Atletico,0.0,1.0,Talento Estudiantil,1.0,0.9,0.0,0.0,2.0
